entry_id,grammar_point,semantic_concept,connection_rule,meaning_zh,example_japanese,example_reading,example_chinese,jlpt_level,tags,notes,usage_when,usage_avoid,common_mistakes,review_issues,review_status,enriched_by,confidence
G0119,彼女が泣いているのを聞いた。,✔  常用於「看到  / 聽到  / 阻止  / 忘記」,普通形  + のに,✔  常用於「看到  / 聽到  / 阻止  / 忘記」,"✔  翻譯成「 ...... 這件事」 二、のに 這個比較複雜,因為有兩種用法。","✔  翻譯成「 ...... 這件事」 二、のに 這個比較複雜,因為有兩種用法。",✔  常用於「看到  / 聽到  / 阻止  / 忘記」,N4,N4|文法|助詞,"✔  翻譯成「 ...... 這件事」 二、のに 這個比較複雜,因為有兩種用法。 用法1:逆接(雖然 ... 但是)🔹 結構 👉 表示「明明 ...... 卻 ...... 」 日 文 筆 記",,,"把「動作」名詞化,變成受詞。 | 📌 のを  的重點 | 表示「明明 ...... 卻 ...... 」",,corrected,grammar_teacher_agent,0.75
G0120,雨が降っているのに、出かけた。,用法2:為了(目的),🔹 結構 動詞辞書形  + のに → 這個做菜很方便 → 學日文需要花時間,用法2:為了(目的),這個很多人不知道! 👉 表示用途  / 目的 ✔  例句 これは料理するのに便利だ。,這個很多人不知道! 👉 表示用途  / 目的 ✔  例句 これは料理するのに便利だ。,用法2:為了(目的),N4,N4|文法|助詞,這個很多人不知道! 👉 表示用途  / 目的 ✔  例句 これは料理するのに便利だ。 日本語を勉強するのに時間がかかる。 三、のを  vs のに  比較表,,,🔥 語感重點 | 比「けど」強很多 | 表示用途  / 目的,,corrected,grammar_teacher_agent,0.75
G0121,のを のに,功能 名詞化  + 受詞 逆接  / 目的,→ 在等「他來這件事」 → 他來需要花時間 → 看到下雨 → 明明下雨卻出門,功能 名詞化  + 受詞 逆接  / 目的,のを のにを使います。,のを のにを使います。,功能 名詞化  + 受詞 逆接  / 目的,N3,N3|文法|助詞,翻譯 ...... 這件事 雖然 ...... 卻  / 為了 ...... 情緒 中性 有情緒(逆接) 常搭配 見る、聞く、忘れる意外、不滿、用途 2  彼が来るのに時間がかかる 3  雨が降るのを見た 4  雨が降るのに出かけた 日 文 筆 記,,,🔥 語感重點 | 比「けど」強很多 | 表示用途  / 目的,例句為模板佔位，非真實例句,flagged,teacher_agent,0.6
G0122,四、超重要差別示範1  彼が来るのを待っている,四、超重要差別示範1  彼が来るのを待っている,四、超重要差別示範1  彼が来るのを待っている,四、超重要差別示範1  彼が来るのを待っている,四、超重要差別示範1  彼が来るのを待っているを使います。,四、超重要差別示範1  彼が来るのを待っているを使います。,四、超重要差別示範1  彼が来るのを待っている,N4,N4|文法|助詞,,,,🔥 語感重點 | 比「けど」強很多 | 表示用途  / 目的,grammar_point 疑似誤拆（例句/說明文字）; 例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),excluded,teacher_agent,0.5
G0123,⚠  完全不同意思!,⚠  完全不同意思!,→ 用  のを → 用  のに → 用  のに,⚠  完全不同意思!,私は電気を消さないと、寝られません,私は電気を消さないと、寝られません,⚠  完全不同意思!,N3,N3|文法,五、快速判斷技巧 問自己: 👉 這句話是把「動作當成東西」嗎? 👉 是在抱怨、違反預期嗎? 👉 是在說用途或目的嗎? 日 文 筆 記,,,完全不同意思! | 這句話是把「動作當成東西」嗎? | 是在抱怨、違反預期嗎? | 是在說用途或目的嗎?,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.9
G0124,〜と,自然結果；條件（最嚴格）,V辞書形 + と,自然結果；條件（最嚴格）,ここを押すと、ドアが開きます。,ここを押すと、ドアが開きます。,按這裡，門就會開。,N4,N4|文法|句型|助詞,,✅ 必然發生的結果、科學真理、機械反應,❌ 後半句不能有意志、希望、命令、請求（〜しよう、〜てください 等）,與 たら、ば、なら 限制不同；と 最嚴格 | 與 たら、ば、なら 限制不同；と 最嚴格 | 完全不同意思! | 這句話是把「動作當成東西」嗎? | 是在抱怨、違反預期嗎? | 是在說用途或目的嗎?,意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),corrected,grammar_teacher_agent,0.85
G0125,V そうです,V そうです,"1推測 2根據經驗推測 3外觀可見的 4即將發生,就快要 日 文 筆 記",V そうです,そろそろ雨が降りそうです,そろそろ雨が降りそうです,,N3,N3|文法|助詞,"1推測 2根據經驗推測 3外觀可見的 4即將發生,就快要 日 文 筆 記",,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.9
G0126,5傳聞(聽說、據說),特徵 樣態  ( 圖片中的用法 ) 傳聞  ( 新用法 ),"意思 看起來快要 ... / 看起來好像 ... 聽說 ... / 據說 ... 形容詞接法 去掉詞尾  ( 如:おいし〜 ) 保留詞尾  ( 如:おいしい〜 ) 範例  A :根據天氣預報(丁寧語) 降る:用原形(普通形),所以是聽說。 範例  B :關於朋友的傳聞(常體) 彼(かれ)は  ついに  彼女(かのじょ)と  ケンカしたそうだ。Kare wa tsuini kanojo to kenka shita sō da.(聽說他終於跟女朋友吵架了。)",特徵 樣態  ( 圖片中的用法 ) 傳聞  ( 新用法 ),例子 雨が  降りそうだ,例子 雨が  降りそうだ,快下雨了,N3,N3|文法,"意思 看起來快要 ... / 看起來好像 ... 聽說 ... / 據說 ... 形容詞接法 去掉詞尾  ( 如:おいし〜 ) 保留詞尾  ( 如:おいしい〜 ) 範例  A :根據天氣預報(丁寧語) 降る:用原形(普通形),所以是聽說。 範例  B :關於朋友的傳聞(常體) 彼(かれ)は  ついに  彼女(かのじょ)と  ケンカしたそうだ。Kare wa tsuini kanojo to kenka shita sō da.(聽說他終於跟女朋友吵架了。)",,,,,passed,pdf_extract,0.95
G0127,動詞接法 ます形  ( 去ます ) 普通形  ( 原形 / 過去式 ),"した:用過去式,表示這件事已經發生了,我是聽說的。",日 文 筆 記,"した:用過去式,表示這件事已經發生了,我是聽說的。",もう食べ過ぎて、お腹がいっぱいです,もう食べ過ぎて、お腹がいっぱいです,受身形 可能形,N3,N3|文法,日 文 筆 記,,,,,passed,pdf_extract,0.95
G0128,すぎます,すぎます,すぎます,すぎます,すぎますを使います。,すぎますを使います。,すぎます,N3,N3|文法,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0129,やすい / にくい,やすい / にくい,やすい / にくい,やすい / にくい,先生の説明はいつも分かりやすいです,先生の説明はいつも分かりやすいです,,N3,N3|文法|助詞,,,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.8
G0130,やすい,やすい,やすい,やすい,このぺんは使いにくい,このぺんは使いにくい,,N3,N3|文法,,,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.8
G0131,にくい,にくい,日 文 筆 記,にくい,髪を黒くします,髪を黒くします,,N3,N3|文法|助詞,日 文 筆 記,,,,意思與句型名稱相同，缺少釋義,flagged,pdf_extract,0.9
G0132,い A く∕な A · N にします,い A く∕な A · N にします,い A く∕な A · N にします,い A く∕な A · N にします,い A く∕な A · N にしますを使います。,い A く∕な A · N にしますを使います。,い A く∕な A · N にします,N3,N3|文法|助詞,,,,,例句為模板佔位，非真實例句; 意思與句型名稱相同，缺少釋義; 信心分偏低 (0.5),flagged,teacher_agent,0.5
G0133,場合は,"「辞書形+場合」和「た形+場合」的差別,和「とき」的用法一樣。",一、基本概念1  辞書形  + 場合 2  た形  + 場合,"「辞書形+場合」和「た形+場合」的差別,和「とき」的用法一樣。",例子 2🔹 授業を休む場合は、〜,例子 2🔹 授業を休む場合は、〜,朝電話しなければなりません,N3,N3|文法|助詞,"也就是說,「場合(ばあい)」前面用現在式(辞書形)或過去式(た形),意思會有時間點上的不同。 👉 表示「還沒發生的情況」 👉 假設、一般情況、未來可能發生 = 如果〜的話(當〜的時候) 👉 表示「已經發生之後」 👉 事情發生完的情況 = 當〜之後∕如果已經〜 如果(要)遲到的話,就聯絡。 👉 還沒遲到,只是假設「會遲到」 🔹 遅刻した場合は、〜(先生に謝ります) 如果已經遲到了,就向老師道歉。 👉 已經遲到了,事情發生完了",,,"表示「還沒發生的情況」 | 假設、一般情況、未來可能發生 | 表示「已經發生之後」 | 事情發生完的情況 | 還沒遲到,只是假設「會遲到」",,passed,pdf_extract,0.95
G0134,二、圖片中的例句解析例子 1🔹 遅刻する場合は、〜(連絡します),"如果要請假,就必須早上打電話。","👉 還沒請假,只是預定 🔹 授業を休んだ場合は、〜(自分で勉強しなければなりません) 如果已經請假了,就必須自己讀書。 👉 請假這件事已經發生 三、和「とき」的比較 日 文 筆 記","如果要請假,就必須早上打電話。","👉 還沒請假,只是預定 🔹 授業を休んだ場合は、〜(自分で勉強しなければなりません) 如果已經請假了,就必須自己讀書。","👉 還沒請假,只是預定 🔹 授業を休んだ場合は、〜(自分で勉強しなければなりません) 如果已經請假了,就必須自己讀書。","如果要請假,就必須早上打電話。",N3,N3|文法|助詞,"👉 還沒請假,只是預定 🔹 授業を休んだ場合は、〜(自分で勉強しなければなりません) 如果已經請假了,就必須自己讀書。 👉 請假這件事已經發生 三、和「とき」的比較 日 文 筆 記",,,"表示「還沒發生的情況」 | 假設、一般情況、未來可能發生 | 表示「已經發生之後」 | 事情發生完的情況 | 還沒遲到,只是假設「會遲到」",grammar_point 疑似誤拆（例句/說明文字）,excluded,grammar_teacher_agent,0.75
G0135,這個概念和「とき」完全一樣:,句型 意思,✔  還沒發生  → 辞書形 ✔  已經發生  → た形,句型 意思,例如:,例如:,句型 意思,N3,N3|文法|助詞,行くとき 要去的時候(還沒去) 行ったとき 去了之後的時候 同理: 句型 意思 行く場合 如果要去 行った場合 如果已經去了 四、快速理解技巧(考試超好用 🔥 ) 問自己: 👉 事情發生了嗎? 五、場合的語感補充 「場合」比「とき」更正式 常用於: 規則說明 公告 法律 說明書 學校規定,,"(如果發生火災,請不要搭電梯。)",事情發生了嗎?,,passed,pdf_extract,0.95
G0136,火事の場合は、エレベーターを使わないでください。,"(如果發生火災,請不要搭電梯。)",日 文 筆 記,"(如果發生火災,請不要搭電梯。)",エアコンをつけているのに、あついです,エアコンをつけているのに、あついです,"(如果發生火災,請不要搭電梯。)",N3,N3|文法|助詞,日 文 筆 記,,"(如果發生火災,請不要搭電梯。)",事情發生了嗎?,,passed,pdf_extract,0.95
